Unique_Identifier,Flight Region,Tile,Gini Structure Area,Corrected Gini Structure Area,Sample Size Structure.x,Mean Structure Area,Range Structure Area,Std.Deviation Structure Area,Co. of Variation Structure Area,Min. Structure Area,Lower Quantile Structure Area,Median Structure Area,Upper Quantile Structure Area,Max. Structure Area,Lower Gini Structure Area,Higher Gini Structure Area,Gini Patio Group Area,Corrected Gini Patio Group Area,Sample Size Patio Group.x,Mean Patio Group Area,Range Patio Group Area,Std. Deviation Patio Group Area,Co. of Variation Patio Group Area,Min. Patio Group Area,Lower Quantile Patio Group Area,Median Patio Group Area,Upper Quantile Patio Group Area,Max Patio Group Area,Lower Gini Patio Group Area,Higher Gini Patio Group Area,Gini Patio Group Structure Area,Corrected Gini Patio Group Structure Area,Sample Size Patio Group Structure,Mean Patio Group Structure Area,Range Patio Group Structure Area,Std. Deviation Patio Group Structure Area,Co. of Variation Patio Group Structure Area,Min. Patio Group Structure Area,Lower Quantile Patio Group Structure Area,Median Patio Group Structure Area,Upper Quantile Patio Group Structure Area,Max. Patio Group Structure Area,Lower Gini Patio Group Structure Area,Higher Gini Patio Group Structure Area,Gini Structure Volume,Corrected Gini Structure Volume,Sample Size Structure.y,Mean Structure Volume,Range Structure Volume,Std. Deviation Structure Volume,Co. of Variation Structure Volume,Min. Structure Volume,Lower Quantile Structure Volume,Median Structure Volume,Upper Quantile Structure Volume,Max. Structure Volume,Lower Gini Structure Volume,Higher Gini Structure Volume,Gini Patio Group Volume,Corrected Gini Patio Group Volume,Sample Size Patio Group.y,Mean Patio Group Volume,Range Patio Group Volume,Std. Deviation Patio Group Volume,Co. of Variation Patio Group Volume,Min. Patio Group Volume,Lower Quantile Patio Group Volume,Median Patio Group Volume,Upper Quantile Patio Group Volume,Max. Patio Group Volume,Lower Gini Patio Group Volume,Higher Gini Patio Group Volume,Gini Patio Group Structure Volume,Corrected Gini Patio Group Structure Volume,Sample Size Patio Group,Mean Patio Group Structure Volume,Range Patio Group Structure Volume,Std. Deviation Patio Group Structure Volume,Co. of Variation Patio Group Structure Volume,Min. Patio Group Structure Volume,Lower Quantile Patio Group Structure Volume,Median Patio Group Structure Volume,Upper Quantile Patio Group Structure Volume,Max Patio Group Structure Volume,Lower Gini Patio Group Structure Volume,Higher Gini Patio Group Structure Volume
15466,AMIGACarb_Yuc_Centro_Apr2013,s466,0.320480235,0.325649271,63,80.24958263,250.9991698,51.93228812,0.647134682,22.11997153,49.16465725,65.27368873,86.93335474,273.1191413,0.273592381,0.385655383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536002273,0.544647471,63,21.20244405,136.5572128,26.99292508,1.273104413,0.872688293,7.349334717,11.19509888,24.12145233,137.4299011,0.468827846,0.624339341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15467,AMIGACarb_Yuc_Centro_Apr2013,s467,0.283299653,0.285478881,131,85.53904521,248.259916,47.46092794,0.554845192,25.69826306,52.26839631,66.44763406,100.4513509,273.958179,0.2594719,0.32263761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469422472,0.473033414,131,26.34159141,144.6579971,27.33061737,1.037546174,2.30116272,9.802330017,16.6833725,28.10816956,146.9591599,0.429518365,0.520807052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15468,AMIGACarb_Yuc_Centro_Apr2013,s468,0.257841214,0.267758184,27,105.470889,175.5299585,48.78825387,0.462575544,27.25945794,75.22354162,104.8677165,137.5838348,202.7894164,0.215625929,0.337420136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362265027,0.376198297,27,40.20158697,117.3113708,27.50397008,0.684151352,4.58039856,20.44877625,34.05089569,53.031147,121.8917694,0.304399409,0.482762077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15469,AMIGACarb_Yuc_Centro_Apr2013,s469,0.256225545,0.273307248,16,85.43189493,150.1361163,42.19331838,0.493882506,34.50862354,58.65286889,75.30064855,97.69721235,184.6447398,0.207606189,0.355391301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379937773,0.405266958,16,35.19312477,76.83161926,24.96915534,0.709489581,6.970748901,16.19299126,28.52342606,46.90519524,83.80236816,0.333889776,0.515082702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15470,AMIGACarb_Yuc_Centro_Apr2013,s470,0.37772137,0.383444421,67,83.78266936,242.0354644,62.75134652,0.748977647,22.85443699,38.59548913,56.72357469,103.6243771,264.8899014,0.343719427,0.427959052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580431928,0.589226351,67,37.23949364,250.9624405,47.55699928,1.277058162,1.391059875,8.963943481,15.48944092,47.61778259,252.3535004,0.538298107,0.65195233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15471,AMIGACarb_Yuc_Centro_Apr2013,s471,0.307484348,0.319783722,26,57.70856491,162.7069508,37.94105454,0.657459679,22.27068352,33.37259821,43.11023989,68.38259721,184.9776344,0.23628378,0.420866897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477516319,0.496616972,26,22.58783751,112.2205658,25.56319985,1.13172409,3.560279846,10.05879974,12.86315155,19.8306179,115.7808456,0.388356013,0.611305661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15472,AMIGACarb_Yuc_Centro_Apr2013,s472,0.378864535,0.395336906,24,92.59282895,246.8528844,69.18492071,0.747195236,23.90759969,46.3650958,68.74031996,110.772652,270.7604841,0.322096396,0.475947827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616772359,0.643588549,24,50.706803,294.6997375,70.38060606,1.387991391,1.480979919,6.711460114,23.12532806,53.45596504,296.1807175,0.562788931,0.762958378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15474,AMIGACarb_Yuc_Centro_Apr2013,s474,0.410065782,0.427894729,24,68.97214785,201.7460243,61.65439743,0.89390282,22.80536197,30.66250834,45.25397442,67.73301755,224.5513863,0.33360873,0.493009867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598039261,0.624040968,24,35.43170929,205.2165909,50.4565103,1.424049568,4.339935303,9.198358536,14.08034134,33.69263458,209.5565262,0.544641835,0.719143691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16385,AMIGACarb_Yuc_Centro_Apr2013,s385,0.366567571,0.37704093,36,49.21050611,219.4231591,43.0476905,0.874766262,20.34879457,25.3583491,33.54164496,51.34423195,239.7719537,0.285715144,0.489248671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513928204,0.528611867,36,19.32849863,119.8769302,24.63131245,1.274352081,3.216758728,6.971847534,11.07787704,21.52748871,123.093689,0.420505961,0.638386923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16386,AMIGACarb_Yuc_Centro_Apr2013,s386,0.327030937,0.329140814,156,47.77969518,206.3106842,35.504555,0.743088772,20.01114572,26.17119743,36.45980132,51.46420876,226.3218299,0.28530411,0.379181546,0.264422082,0.283309373,15,503.8837861,782.6129569,241.8111567,0.479894697,164.8452944,296.6220562,545.6989214,685.1837802,947.4582513,0.208109157,0.368801021,0.301913917,0.323479197,15,108.0429654,201.216938,64.66786688,0.59853843,41.45091745,64.19607275,74.01189851,142.2187866,242.6678554,0.280947237,0.380775477,0.510342962,0.513635498,156,15.83168519,104.6535034,17.97693132,1.135503334,1.00705719,5.110122681,8.848678589,18.24596405,105.6605606,0.472892923,0.561919058,0.475142867,0.509081643,15,355.2046733,1390.739449,356.8649952,1.004674268,23.24599457,103.9751968,313.5033417,384.3967133,1413.985443,0.379752143,0.683947738,0.337363216,0.361460588,15,34.53526306,87.26634979,23.16872511,0.67087154,9.432388306,17.17457199,28.79364014,42.34341049,96.6987381,0.275356455,0.474671501
16387,AMIGACarb_Yuc_Centro_Apr2013,s387,0.36317836,0.366336432,116,57.21953326,236.1417651,44.79632376,0.782885165,20.06258226,28.22080168,41.64245869,69.23804082,256.2043474,0.3244615,0.422972652,0.378931995,0.40808061,14,505.2462707,1219.978942,364.9000219,0.722222099,90.36414288,241.0044271,442.0535118,645.0467749,1310.343085,0.322871119,0.548589831,0.386641953,0.416383641,14,153.4928564,366.1838081,114.3267363,0.744834248,34.33653664,68.1269265,117.8874258,212.3861404,400.5203447,0.330168494,0.524445046,0.528103485,0.532695689,116,19.17526278,173.4876709,23.68652495,1.235264686,1.261184692,5.811315536,10.23280334,22.57127762,174.7488556,0.483300126,0.609526233,0.572518558,0.616558447,14,310.3620813,1118.872643,357.3077616,1.151261005,17.19021606,39.42781639,210.3335381,375.275528,1136.062859,0.490922044,0.773467385,0.596075328,0.641927276,14,63.27730506,347.0553894,90.48124673,1.429916249,3.300163269,13.20104599,30.63535309,78.73773003,350.3555527,0.479504418,0.790533698
16391,AMIGACarb_Yuc_Centro_Apr2013,s391,0.40849718,0.445633287,12,80.30768574,207.4454872,65.47303743,0.815277353,22.41777419,29.66892691,56.15031901,114.8474347,229.8632614,0.3759163,0.536168586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549300273,0.599236661,12,31.35673904,97.59762573,34.57457242,1.102620154,3.36656189,6.082180023,13.59091187,49.4071846,100.9641876,0.47552201,0.70784323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16392,AMIGACarb_Yuc_Centro_Apr2013,s392,0.345896759,0.347717268,191,59.41690028,218.2158663,42.61492106,0.717218853,20.27824367,30.68079328,44.94014275,73.20011084,238.49411,0.321704158,0.384483656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503347034,0.505996229,191,16.88480333,141.6385956,19.04706425,1.128059586,1.89175415,5.069862366,10.12844849,21.78907013,143.5303497,0.468949108,0.558378484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16393,AMIGACarb_Yuc_Centro_Apr2013,s393,0.374751259,0.379108832,87,48.74581293,213.1802446,44.26192264,0.908014863,20.0327637,24.82374586,32.66105845,47.18558658,233.2130083,0.309433053,0.447804667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524873479,0.530976659,87,15.06591271,78.96492767,17.91774894,1.189290638,0.882316589,5.043849945,8.085296631,15.33016586,79.84724426,0.485426575,0.584823941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16395,AMIGACarb_Yuc_Centro_Apr2013,s395,0.279718967,0.301235811,14,50.98149113,114.8657043,31.31258938,0.614195244,25.4646136,31.84758694,41.35701903,48.5939361,140.3303179,0.20477431,0.40679578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461233004,0.496712466,14,9.649062565,33.78616333,9.654157762,1.000528051,2.449462891,3.364246368,5.364803314,12.07458687,36.23562622,0.407759239,0.585683984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16396,AMIGACarb_Yuc_Centro_Apr2013,s396,0.392865813,0.399524556,60,67.15023175,237.2749823,54.51502486,0.811836734,21.92342621,30.39446204,44.75909902,74.05168612,259.1984085,0.350883397,0.450959056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611967481,0.622339811,60,25.78923035,214.0808258,37.0799756,1.437808539,1.713256836,4.68038559,10.68195343,29.54055786,215.7940826,0.56114188,0.704769845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16398,AMIGACarb_Yuc_Centro_Apr2013,s398,0.396811752,0.399355417,157,58.86311424,249.5890339,52.37691645,0.88980879,20.38120525,27.73865761,39.0602617,61.95301525,269.9702391,0.358494618,0.444333647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631026963,0.635072008,157,23.10605208,273.5606689,42.36406337,1.83346178,1.103088379,6.059310913,9.8568573,18.71811676,274.6637573,0.573252688,0.703641101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16399,AMIGACarb_Yuc_Centro_Apr2013,s399,0.404257403,0.406070216,224,66.03078492,253.2440678,57.01428389,0.86345004,20.4062282,31.2164913,43.54472468,73.89847341,273.650296,0.37707228,0.439008501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612998662,0.615747535,224,27.93283054,295.8194122,41.78448705,1.495891617,0.611633301,5.832372665,12.14261627,25.68267822,296.4310455,0.581081092,0.65904953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16400,AMIGACarb_Yuc_Centro_Apr2013,s400,0.376646417,0.378901784,168,86.50930517,254.7428653,61.88018677,0.715300934,20.07246492,39.21077573,66.30112471,115.3187909,274.8153302,0.354479525,0.406098994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59564269,0.599209412,168,42.42800181,333.4196243,57.7905828,1.362085895,1.853309631,8.9088974,19.46865082,53.00091934,335.272934,0.561063854,0.644440897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16401,AMIGACarb_Yuc_Centro_Apr2013,s401,0.314730306,0.316498454,179,49.98088213,237.4456836,37.20333974,0.744351403,20.11156811,31.3056778,38.64731891,49.97703215,257.5572517,0.276625525,0.369507458,0.40910779,0.438329775,15,345.3741587,850.6256105,275.8941032,0.798826711,85.19824039,150.0025726,225.9912128,431.0238441,935.8238509,0.362255591,0.523042158,0.355552012,0.380948584,15,132.3137557,322.8512946,92.14513787,0.696413894,40.7827064,65.69090672,110.8054989,166.2366339,363.634001,0.298427451,0.482667581,0.524725237,0.52770663,177,14.73715378,255.5638428,23.93921499,1.624412376,1.269386292,5.009422302,8.140403748,14.32933807,256.8332291,0.460983147,0.633635846,0.661921578,0.709201691,15,158.2536041,703.1299057,243.6267715,1.539470604,8.975059509,20.07013321,51.46305084,107.271637,712.1049652,0.643513921,0.808784546,0.497219793,0.532735492,15,38.96636753,124.7450552,38.95301451,0.999657319,4.015838623,11.1831131,23.93344116,58.51427841,128.7608938,0.43023253,0.659169459
16402,AMIGACarb_Yuc_Centro_Apr2013,s402,0.275090737,0.282144346,40,49.85814618,165.1424997,34.33421276,0.688637974,24.89063898,32.25031386,39.55173585,49.63973921,190.0331387,0.188826695,0.383969441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49967033,0.51248239,40,14.67071495,108.4496384,20.91892376,1.425896682,4.218345642,5.672647476,8.027450562,13.94120026,112.667984,0.355013208,0.626667828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16404,AMIGACarb_Yuc_Centro_Apr2013,s404,0.362608995,0.364206392,228,82.33803629,253.3316958,58.86362368,0.714901962,21.02082032,39.70968592,61.64164492,100.8592421,274.3525161,0.343366925,0.389783403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585439591,0.58801862,228,37.25222082,310.9044724,49.2837171,1.322973933,2.27016449,8.510065079,16.59658813,42.74809265,313.1746368,0.558212088,0.6243913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16405,AMIGACarb_Yuc_Centro_Apr2013,s405,0.283578479,0.284410088,342,42.57845797,195.8650538,27.84947626,0.654074328,20.00529476,26.73496301,34.4842742,46.2553027,215.8703486,0.25192879,0.318699855,0.382681673,0.42094984,11,454.5467667,1356.957324,398.8780091,0.877529087,153.235035,244.9453228,298.9102184,431.0119124,1510.192358,0.275669268,0.53555553,0.399157226,0.439072948,11,145.6479155,427.1645046,128.9474972,0.88533706,52.28996772,70.4948867,81.4535561,162.1702614,479.4544723,0.310516074,0.534612321,0.468763753,0.470138426,342,10.60664758,74.60014343,11.7835484,1.110958794,0.880897522,4.159568787,6.793663025,12.22745895,75.48104095,0.434648647,0.509605276,0.670281772,0.737309949,11,121.0105834,785.7915039,227.5642982,1.880532197,7.140197754,19.10165787,44.12177277,100.1640625,792.9317017,0.526371448,0.880094983,0.621647523,0.683812276,11,34.40088252,187.2203293,54.31821627,1.578977406,3.039482117,5.123911188,17.5761261,36.94738007,190.2598114,0.521353954,0.806781533
16406,AMIGACarb_Yuc_Centro_Apr2013,s406,0.320481121,0.323086659,124,51.8484602,251.5977535,42.49376504,0.81957622,20.10648779,31.05408088,41.05583938,54.5248589,271.7042413,0.262508662,0.402730792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56263557,0.567209843,124,16.66621922,208.6072769,27.87902752,1.67278656,1.639671326,5.191411972,9.44084549,16.12228203,210.2469482,0.489058437,0.65227772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16408,AMIGACarb_Yuc_Centro_Apr2013,s408,0.32416482,0.325562082,233,54.51372326,252.0972854,40.7061835,0.746714425,20.84221151,31.44922433,42.83369233,57.9249159,272.9394969,0.287839828,0.370181796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524116193,0.526375314,233,19.0202216,226.8545532,26.12008709,1.373279851,0.997055054,6.801208496,10.04450989,18.88882446,227.8516083,0.480259397,0.58776519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16409,AMIGACarb_Yuc_Centro_Apr2013,s409,0.354239076,0.35468748,791,63.8835335,254.8366703,45.84637878,0.71765565,20.05056693,33.00541416,47.23880122,77.84807199,274.8872372,0.340934179,0.371288519,0.371295427,0.379367067,47,606.2428144,2849.820722,498.4585622,0.822209435,97.77607303,308.8464784,481.6288042,710.0982417,2947.596795,0.30559176,0.503117098,0.411250998,0.420191237,47,238.2534495,1303.999095,217.7972863,0.914141167,40.91972602,103.6198875,176.1569413,339.1996856,1344.918821,0.346294166,0.546397119,0.548708672,0.54940324,791,23.77888097,229.4893875,30.56496907,1.285382988,1.034484863,6.534759521,12.11459351,27.92642975,230.5238724,0.528410289,0.573342623,0.528413083,0.539900324,47,189.3451957,1102.81485,207.9816416,1.098425766,9.199066162,45.18670654,103.9777527,271.5103683,1112.013916,0.472137783,0.643181933,0.521724698,0.53306654,47,82.63366134,602.9255076,99.71707461,1.206736734,5.63331604,22.28003693,47.52543034,112.815985,608.5588236,0.443887799,0.662173029
16410,AMIGACarb_Yuc_Centro_Apr2013,s410,0.34254234,0.34328862,460,56.80012972,247.8918533,41.12402417,0.724012857,20.25257054,30.77583204,41.26824781,67.5849586,268.1444238,0.322444557,0.370375674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529644028,0.530797936,460,22.81957079,252.9675522,29.06993071,1.273903483,2.076400757,6.978729248,12.3144455,25.10450363,255.0439529,0.504119846,0.571472428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16412,AMIGACarb_Yuc_Centro_Apr2013,s412,0.281266783,0.283572248,123,105.8068026,247.5675044,54.13617138,0.511651142,20.7463907,65.5931662,93.614187,139.772031,268.3138951,0.257378409,0.316583803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44930145,0.452984249,123,49.08595651,243.0298767,43.79346463,0.892179103,3.150253296,16.0577774,36.14784241,67.87112236,246.18013,0.408754762,0.503999577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16413,AMIGACarb_Yuc_Centro_Apr2013,s413,0.311958142,0.314155031,143,83.29810147,200.498165,47.23044896,0.567005107,20.73115227,46.86281019,69.05390923,112.5330237,221.2293172,0.288987201,0.341910211,0.38461343,0.416664549,13,524.9113903,1425.446107,394.022021,0.750644829,62.73481504,264.0552121,378.125366,747.8360256,1488.180922,0.323375415,0.647871222,0.365741771,0.396220252,13,239.2246576,559.6284469,167.8588697,0.701678796,36.36313742,128.1844257,176.327031,284.7395905,595.9915843,0.305786827,0.564425352,0.493762797,0.49724,143,34.99771926,155.1559868,33.42831995,0.955157097,1.549594879,11.02724266,23.10453033,50.39110947,156.7055817,0.459560054,0.534182858,0.495164062,0.536427734,13,208.1819088,809.6392212,221.1440015,1.0622633,17.07963562,76.159729,156.2503128,246.3119659,826.7188568,0.421723629,0.702371715,0.506605602,0.548822736,13,107.9381808,402.2209816,115.9634659,1.074350754,10.90547943,37.79685974,56.67899704,132.1855965,413.126461,0.434484303,0.701384749
16414,AMIGACarb_Yuc_Centro_Apr2013,s414,0.351050029,0.351722538,523,63.29578467,236.6274903,44.87553962,0.708981488,20.04848705,32.98890355,46.25863459,76.24871682,256.6759773,0.332562618,0.368297938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571209796,0.572308276,521,30.46121487,283.1724091,40.64152463,1.334205638,1.466529846,7.512714386,14.98232269,34.67552948,284.6389389,0.548901021,0.601027972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16415,AMIGACarb_Yuc_Centro_Apr2013,s415,0.324663177,0.326561792,172,51.98359559,182.7527932,33.38613147,0.642243598,20.10655088,28.34910942,39.7806308,62.45069528,202.8593441,0.302434803,0.355683988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515838258,0.518854856,172,18.32356859,131.0710297,22.40479095,1.22273076,1.098472595,5.957971573,11.17831802,18.69674683,132.1695023,0.471404476,0.574282623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16422,AMIGACarb_Yuc_Centro_Apr2013,s422,0.332034163,0.333781711,191,62.54474035,222.3387241,41.54939858,0.664314831,20.97481002,34.49290821,48.47678631,76.7345226,243.3135342,0.308351515,0.368153099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544691932,0.547558731,191,18.31067944,125.7594109,22.10341995,1.207132702,1.072771072,5.113832474,8.936729431,20.3368082,126.8321819,0.512129088,0.584830489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16423,AMIGACarb_Yuc_Centro_Apr2013,s423,0.23420981,0.234469178,904,39.16922156,207.2272875,20.58648739,0.52557816,20.01976081,26.70014125,34.50907984,44.895444,227.2470483,0.220414026,0.255488496,0.270680683,0.273560265,95,317.2547599,786.3254965,165.1644748,0.520605191,110.8945369,203.4071867,274.6352669,384.4661067,897.2200334,0.243800075,0.31798718,0.247668405,0.250303175,95,116.6239398,314.6229442,56.42399848,0.483811459,37.45047298,79.19175866,107.6412964,140.9646147,352.0734172,0.217090121,0.297087822,0.447354503,0.447850462,903,8.305106415,149.2751751,10.57110593,1.272844128,0.347703934,3.413475037,5.742359161,9.703229904,149.622879,0.418239002,0.491157332,0.722952326,0.730810503,93,85.82325334,3608.487135,376.4230772,4.38602666,1.455329895,19.57293701,25.53037262,43.14476395,3609.942465,0.493565107,0.872244458,0.367193148,0.371099458,95,20.62982574,96.83617783,15.76341916,0.764108207,1.235401154,11.559062,16.00309062,25.14442635,98.07157898,0.323665669,0.436380568
