Unique_Identifier,Flight Region,Tile,Gini Structure Area,Corrected Gini Structure Area,Sample Size Structure.x,Mean Structure Area,Range Structure Area,Std.Deviation Structure Area,Co. of Variation Structure Area,Min. Structure Area,Lower Quantile Structure Area,Median Structure Area,Upper Quantile Structure Area,Max. Structure Area,Lower Gini Structure Area,Higher Gini Structure Area,Gini Patio Group Area,Corrected Gini Patio Group Area,Sample Size Patio Group.x,Mean Patio Group Area,Range Patio Group Area,Std. Deviation Patio Group Area,Co. of Variation Patio Group Area,Min. Patio Group Area,Lower Quantile Patio Group Area,Median Patio Group Area,Upper Quantile Patio Group Area,Max Patio Group Area,Lower Gini Patio Group Area,Higher Gini Patio Group Area,Gini Patio Group Structure Area,Corrected Gini Patio Group Structure Area,Sample Size Patio Group Structure,Mean Patio Group Structure Area,Range Patio Group Structure Area,Std. Deviation Patio Group Structure Area,Co. of Variation Patio Group Structure Area,Min. Patio Group Structure Area,Lower Quantile Patio Group Structure Area,Median Patio Group Structure Area,Upper Quantile Patio Group Structure Area,Max. Patio Group Structure Area,Lower Gini Patio Group Structure Area,Higher Gini Patio Group Structure Area,Gini Structure Volume,Corrected Gini Structure Volume,Sample Size Structure.y,Mean Structure Volume,Range Structure Volume,Std. Deviation Structure Volume,Co. of Variation Structure Volume,Min. Structure Volume,Lower Quantile Structure Volume,Median Structure Volume,Upper Quantile Structure Volume,Max. Structure Volume,Lower Gini Structure Volume,Higher Gini Structure Volume,Gini Patio Group Volume,Corrected Gini Patio Group Volume,Sample Size Patio Group.y,Mean Patio Group Volume,Range Patio Group Volume,Std. Deviation Patio Group Volume,Co. of Variation Patio Group Volume,Min. Patio Group Volume,Lower Quantile Patio Group Volume,Median Patio Group Volume,Upper Quantile Patio Group Volume,Max. Patio Group Volume,Lower Gini Patio Group Volume,Higher Gini Patio Group Volume,Gini Patio Group Structure Volume,Corrected Gini Patio Group Structure Volume,Sample Size Patio Group,Mean Patio Group Structure Volume,Range Patio Group Structure Volume,Std. Deviation Patio Group Structure Volume,Co. of Variation Patio Group Structure Volume,Min. Patio Group Structure Volume,Lower Quantile Patio Group Structure Volume,Median Patio Group Structure Volume,Upper Quantile Patio Group Structure Volume,Max Patio Group Structure Volume,Lower Gini Patio Group Structure Volume,Higher Gini Patio Group Structure Volume
10474,AMIGACarb_Chiap_Campeche_Apr2013,s474,0.3718016,0.380063857,46,93.56995546,241.9031697,67.75615385,0.724122968,27.64109515,42.04030641,65.49469611,126.2268621,269.5442649,0.340753198,0.437656226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58081585,0.593722869,46,52.93435802,245.6529236,65.13417226,1.230470619,1.398956299,13.8108902,22.30331421,74.48078918,247.0518799,0.54039616,0.664400241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10475,AMIGACarb_Chiap_Campeche_Apr2013,s475,0.270928648,0.28598024,19,46.76706069,111.8251362,26.90301785,0.575255692,21.87841952,30.07571663,39.94947338,46.96554309,133.7035557,0.20464738,0.385695786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458579113,0.48405573,19,13.70856998,77.0925293,16.82847943,1.22758825,1.795288086,6.570251465,10.36560059,13.16992188,78.88781738,0.295685639,0.655300194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10476,AMIGACarb_Chiap_Campeche_Apr2013,s476,0.291636635,0.311079077,16,69.05857483,122.1770362,37.93420225,0.549304736,24.93267789,42.38432615,64.45019162,83.34435862,147.1097141,0.247644215,0.396487702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442384446,0.471876742,16,40.60643768,142.1929932,39.39112579,0.970070955,5.112121582,18.37594604,33.2557373,37.89286804,147.3051147,0.340476242,0.626476256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10481,AMIGACarb_Chiap_Campeche_Apr2013,s481,0.321548753,0.331292655,34,75.73446572,213.8543448,47.15777967,0.622672639,20.2412924,42.70749917,66.44659851,89.17097524,234.0956372,0.268714608,0.419991602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568809628,0.586046284,34,45.42618695,330.7462463,64.11089065,1.411320099,1.411621094,11.37328339,29.67648315,44.45046234,332.1578674,0.469725062,0.716963601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10484,AMIGACarb_Chiap_Campeche_Apr2013,s484,0.238245388,0.254128414,16,79.73829431,126.9098132,35.63535181,0.446903864,31.75117751,58.6610564,76.3178296,101.5880275,158.6609907,0.193047688,0.340749115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382271271,0.407756022,16,37.42612553,140.9056396,32.22281116,0.860971065,2.380523682,24.48381805,31.55007172,47.9527607,143.2861633,0.255047852,0.62181438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10501,AMIGACarb_Chiap_Campeche_Apr2013,s501,0.216339279,0.218172663,119,159.104545,250.2385949,60.26087484,0.378750179,21.37062896,109.0788546,161.8170215,208.238646,271.6092238,0.193668621,0.249462302,0.227894535,0.245424884,14,2118.124927,2597.134288,877.2966866,0.414185526,877.2889343,1402.262149,2140.725355,2647.721534,3474.423222,0.178844609,0.321601239,0.255917744,0.275603724,14,519.2232325,789.0259233,241.0799152,0.464308798,123.6661409,389.5285759,507.0615893,684.5967301,912.6920642,0.20216786,0.415256686,0.509196635,0.513511861,119,41.64980185,390.4223347,48.46667063,1.163671097,1.269950867,11.43158722,25.82095337,54.11591911,391.6922855,0.463982757,0.59967813,0.556938749,0.599780191,14,724.8835869,3377.088242,893.2481794,1.232264319,12.46154594,172.3783455,367.3957481,952.3985367,3389.549788,0.467617208,0.751556929,0.467475737,0.503435409,14,197.3034942,800.8609905,212.6629324,1.077846762,16.31980705,87.20816469,120.1014233,195.2899881,817.1807976,0.363029711,0.653918569
10502,AMIGACarb_Chiap_Campeche_Apr2013,s502,0.305166886,0.307039076,164,126.3024755,253.9669704,68.25264365,0.540390387,20.23931033,72.3917554,114.2710877,169.0768563,274.2062807,0.281203687,0.339705687,0.408606958,0.431307345,19,1324.231704,3257.537087,1045.775511,0.789722454,236.9788968,567.5583211,840.7882919,1766.69392,3494.515984,0.37823284,0.5233411,0.479585484,0.506229122,19,381.8669525,1397.665186,371.2085032,0.972088579,33.83760786,147.3703411,214.9395149,510.0451535,1431.502794,0.426139659,0.641816,0.584624829,0.588211485,164,34.84982873,261.0662918,44.58551067,1.279360969,0.505718231,7.39854908,16.49821091,44.67140293,261.57201,0.553423471,0.638736996,0.615952071,0.650171631,19,434.5097594,2995.25911,690.1390854,1.58831665,3.834255219,108.6974754,214.7855186,472.9062405,2999.093365,0.473258015,0.786654356,0.756051076,0.798053913,19,203.627628,2309.865772,518.902588,2.548291669,2.05633003,16.76127133,63.80352783,133.0216541,2311.922102,0.565706615,0.91167696
10503,AMIGACarb_Chiap_Campeche_Apr2013,s503,0.333204393,0.335223814,166,82.87579569,245.6772675,51.90036116,0.626242689,20.19476405,41.90317974,74.5225043,108.7618549,265.8720315,0.306013151,0.367327149,0.349253383,0.378357831,13,1209.932122,2418.635394,790.9471074,0.653711967,249.7567475,570.7831578,911.69397,1747.112075,2668.392141,0.313313058,0.493899212,0.347093146,0.376017575,13,275.509043,763.362399,208.7860942,0.757819387,94.57907216,161.9247289,197.5621623,302.3650782,857.9414712,0.252688523,0.491758167,0.64687076,0.650839292,164,38.19251642,575.0503693,69.48387355,1.819305981,1.176841736,6.762069702,15.58053589,42.76698875,576.227211,0.595305065,0.726753969,0.630778037,0.693855841,11,924.4705169,4790.858627,1408.32775,1.523388496,49.73072815,176.7988319,300.7259445,1032.078154,4840.589355,0.564963598,0.837214316,0.698056958,0.756228372,13,237.2823598,1706.497505,460.3520678,1.940102367,10.97653961,30.64652252,49.69844055,222.4481354,1717.474045,0.577012693,0.891465194
10504,AMIGACarb_Chiap_Campeche_Apr2013,s504,0.341959183,0.344317522,146,79.43882242,248.4105333,52.40795602,0.659727252,21.20151698,40.973158,65.82384911,104.0996687,269.6120503,0.316254912,0.379695117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578938866,0.582931548,146,13.19350318,98.71574402,17.93867488,1.359659723,0.714927673,3.444604874,6.575218201,13.66788673,99.43067169,0.534305305,0.632685569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11449,AMIGACarb_Chiaps_1_Apr2013,s449,0.272314387,0.280323634,35,74.38518709,167.4496875,39.94282055,0.536972778,27.30828061,48.53786143,60.84178492,86.46742083,194.7579681,0.227544231,0.348466374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514426228,0.529556411,35,36.38315342,148.7601013,38.67325323,1.062943961,0.225189209,11.40653992,19.4981842,40.4302063,148.9852905,0.471197802,0.623072153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11450,AMIGACarb_Chiaps_1_Apr2013,s450,0.319756925,0.326152064,51,75.53889937,240.3897901,50.35605922,0.666624211,24.12680797,41.90036947,62.68338007,87.11070355,264.5165981,0.264915951,0.397282647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548250556,0.559215567,51,27.70631813,262.4324722,42.49836044,1.533886973,0.40763855,9.081707001,15.24491882,26.01312637,262.8401108,0.440887812,0.691894359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11457,AMIGACarb_Chiaps_1_Apr2013,s457,0.318927514,0.319943207,315,71.93654094,226.9215229,44.48522396,0.618395371,20.02480442,40.22291646,60.64010107,86.48382571,246.9463274,0.297784774,0.341463985,0.297653387,0.304124112,47,693.1770868,2068.295865,393.5334839,0.567724311,190.7533187,397.1456058,639.7324533,921.9381618,2259.049184,0.258123469,0.388046433,0.300102629,0.3066266,47,263.7517507,722.4926149,151.6890656,0.575120602,89.18593778,147.4450255,242.2612082,347.997082,811.6785526,0.264036312,0.382726426,0.583061677,0.584918562,315,21.57812575,471.4844818,36.78430697,1.704703522,0.107223511,5.218009949,10.20768738,23.65582275,471.5917053,0.537895734,0.656259088,0.49205494,0.502751787,47,184.0206041,1196.196259,214.1288171,1.163613271,18.53955078,55.55219269,117.3379974,241.5254517,1214.735809,0.41131866,0.636581747,0.522407173,0.53376385,47,93.65102947,683.6746826,116.9678066,1.248975129,10.23756409,29.24609375,51.80119324,122.4416611,693.9122467,0.443847823,0.645547893
11458,AMIGACarb_Chiaps_1_Apr2013,s458,0.267028586,0.287569246,14,50.31017263,97.58887108,28.54438929,0.567368144,24.28745041,34.97870814,37.47701172,47.99518365,121.8763215,0.205946783,0.390064379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569670526,0.613491336,14,12.21579906,52.31079865,15.85483346,1.297895732,1.880905151,2.95690155,4.957363129,9.81653595,54.1917038,0.541691421,0.699891031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11459,AMIGACarb_Chiaps_1_Apr2013,s459,0.210949277,0.217754092,32,51.5787959,90.13364111,20.46283992,0.396729694,22.56741685,34.81217093,49.84634505,61.06330367,112.701058,0.174420065,0.276886892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329326486,0.339949921,32,9.554922819,22.96816254,5.896398318,0.617105803,2.764663696,4.9053936,9.124595642,12.95149612,25.73282623,0.285417657,0.404109797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12429,AMIGACarb_Chiaps_1_Apr2013,s429,0.380664842,0.387847198,54,56.78077028,235.4199277,49.06644335,0.864138389,20.57130528,25.54172879,39.58538036,61.88773202,255.991233,0.31874802,0.469044642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565019127,0.575679865,54,21.39466914,143.0911865,30.9565519,1.446928283,1.725219727,5.633575439,11.98834229,19.75149536,144.8164063,0.487127286,0.664605046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12451,AMIGACarb_Chiaps_1_Apr2013,s451,0.348842067,0.365453594,22,61.75071824,212.2805918,51.55002627,0.834808529,21.35793341,34.02640669,47.78126672,60.05642591,233.6385252,0.228821703,0.477410145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509477715,0.533738558,22,40.06486442,165.6547241,44.78482164,1.117807892,3.297470093,11.77028465,27.2922287,41.99143982,168.9521942,0.417569582,0.649366498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12452,AMIGACarb_Chiaps_1_Apr2013,s452,0.302228596,0.306312766,75,55.53842895,198.6808052,34.86276483,0.627723281,20.34960192,32.49837466,48.55862037,62.09804829,219.0304071,0.256057357,0.364542729,0.105524414,0.116076856,11,444.5001217,296.3396829,95.28230446,0.214358332,234.1723523,417.2499921,485.8321252,512.0527454,530.5120352,0.060277435,0.198521531,0.246922435,0.271614678,11,156.5060929,301.0912114,84.39063299,0.539216279,77.22853543,112.8114191,125.2119532,169.5840279,378.3197468,0.157038367,0.380454432,0.511845887,0.518762723,75,30.26615438,239.7625427,37.16762369,1.228025973,2.744750977,9.565292358,20.63389587,34.50164032,242.5072937,0.449923963,0.611402381,0.412655228,0.453920751,11,345.0540716,896.0735626,277.8349634,0.805192537,33.57675171,154.5729065,277.8735962,425.372879,929.6503143,0.318116737,0.626336316,0.455911609,0.50150277,11,91.14862823,377.5994415,106.2450808,1.165624572,21.0198822,35.38644409,79.88079834,89.52293015,398.6193237,0.272627474,0.647004768
12469,AMIGACarb_Chiaps_1_Apr2013,s469,0.339149904,0.341282922,160,62.48445495,249.7727449,44.89103294,0.718435217,21.19442267,34.30702058,50.33112657,70.98348169,270.9671675,0.30933454,0.384881267,0.270853235,0.285900637,19,599.6943599,1200.48533,303.331071,0.505809444,106.271633,403.7518529,491.861782,830.8342256,1306.756964,0.223778581,0.397291458,0.303374235,0.320228359,19,207.353543,451.1817012,117.1655072,0.56505187,34.69171394,118.0551418,201.2750861,259.1458592,485.8734152,0.25370355,0.440971345,0.653010531,0.657143509,159,16.95835248,224.8041382,31.92637989,1.882634527,0.350036621,3.497077942,6.969177246,12.06354523,225.1541748,0.60745803,0.720867182,0.529878307,0.559315991,19,94.22542371,532.4438782,122.6757486,1.301938944,3.253646851,33.92840576,47.34580994,108.9014664,535.697525,0.415343189,0.694852795,0.585897942,0.618447828,19,58.83077842,330.8408508,82.53399418,1.402905017,4.371963501,13.1153717,33.00695801,54.50808716,335.2128143,0.510118799,0.740269943
12471,AMIGACarb_Chiaps_1_Apr2013,s471,0.291052707,0.310456221,16,118.8905944,209.7918633,63.83992289,0.536963611,31.62336528,69.62299087,105.0672317,184.8381057,241.4152285,0.265334972,0.421444723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525299985,0.560319984,16,70.73299313,186.286438,71.45634793,1.010226554,4.975784302,12.97277832,30.17776489,137.5981445,191.2622223,0.44266653,0.663119177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13427,AMIGACarb_Out_of_the_Yuc_May2013,s427,0.302732398,0.304071922,227,78.85748349,232.5272921,45.05658539,0.571367274,20.48085327,45.24174544,68.91214071,98.18998487,253.0081454,0.281490821,0.33456629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436971507,0.438905009,227,29.52471981,139.5851088,25.38059435,0.859638788,2.354424477,10.97903776,22.53808022,36.91781569,141.9395332,0.409715021,0.473022367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13428,AMIGACarb_Out_of_the_Yuc_May2013,s428,0.277689785,0.279332919,170,114.8097642,245.5489747,56.26179313,0.490043626,20.03302702,72.03258996,103.2927462,156.1475591,265.5820017,0.255736016,0.308640274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407236846,0.409646531,170,43.42773353,168.1973591,33.59458953,0.773574552,3.090176582,19.23895836,34.73922348,54.62423503,171.2875357,0.379253762,0.449887292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13429,AMIGACarb_Out_of_the_Yuc_May2013,s429,0.344875426,0.350720772,60,75.92622737,224.5098846,51.67423104,0.680584731,21.76968734,42.27511008,55.87023308,99.94985502,246.2795719,0.312747415,0.406930858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615087644,0.625692604,59,32.32683828,516.1387825,68.79901275,2.128232033,3.0418396,7.276145458,12.51599503,33.53823566,519.1806221,0.489310621,0.795594515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13430,AMIGACarb_Out_of_the_Yuc_May2013,s430,0.362322427,0.363976868,220,49.27192386,243.6187752,38.98954323,0.791313596,20.04453725,25.03708094,33.63962282,57.52449259,263.6633125,0.332743988,0.407254451,0.399776984,0.421986816,19,307.4093751,731.2336906,238.9827588,0.777408818,75.56910602,138.1966524,201.573287,455.702465,806.8027967,0.363965336,0.50510555,0.408554721,0.431252206,19,94.95021138,328.4828564,81.82451945,0.861762373,24.04012727,41.73819028,75.34746816,113.8743226,352.5229836,0.347126885,0.539787368,0.53890059,0.541361324,220,16.15600114,152.3182511,21.07702078,1.304593915,1.274495602,5.124860168,8.039962292,18.37309539,153.5927467,0.503001704,0.58662754,0.48217012,0.508957348,19,50.40032061,190.2277756,53.48278889,1.061159696,9.266946316,18.0505619,30.26570082,48.01153994,199.4947219,0.415061884,0.625112955,0.609181857,0.643025294,19,28.53357323,142.8405352,40.46028692,1.417988788,0.759810448,6.856361389,13.44032001,24.62841105,143.6003456,0.549614307,0.7596207
13431,AMIGACarb_Out_of_the_Yuc_May2013,s431,0.297824346,0.309279129,27,45.79404639,99.16578032,27.65672767,0.603937189,20.82496757,26.71289612,38.9147178,55.12835373,119.9907479,0.250393328,0.370470663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475931567,0.494236627,27,13.85422838,63.62254906,15.15870829,1.094157529,2.370737076,5.596015453,7.517038345,15.92047,65.99328613,0.377940847,0.590237367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13435,AMIGACarb_Out_of_the_Yuc_May2013,s435,0.392974515,0.398509367,72,61.42725573,217.7351444,51.54474374,0.839118452,20.11999099,28.74490079,40.95510323,61.37832976,237.8551354,0.351828019,0.448284413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575875786,0.583986713,72,23.2943838,150.7204142,31.62532021,1.357637123,1.677044868,5.298119068,11.89326859,21.95239091,152.397459,0.524147646,0.639919182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13445,AMIGACarb_Out_of_the_Yuc_May2013,s445,0.29742927,0.307685452,30,50.68746738,147.5056875,33.92564367,0.669310293,20.10520348,31.6860471,42.41600916,57.18039543,167.610891,0.210863147,0.402888751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464015496,0.480016031,30,12.34921541,56.79801703,12.75857855,1.033148919,2.147780418,4.549776018,7.877579093,14.81594515,58.94579744,0.385407758,0.586967682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13447,AMIGACarb_Out_of_the_Yuc_May2013,s447,0.41653904,0.446291828,15,65.44024734,246.715795,65.12675544,0.995209494,23.97558233,30.71682682,41.58073141,64.98613086,270.6913773,0.292931999,0.560185339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733947254,0.786372058,15,34.91249339,328.6833849,83.65082277,2.396013995,3.22369194,5.561286688,6.874035358,15.43523192,331.9070768,0.538548892,0.832397225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14413,AMIGACarb_Out_of_the_Yuc_May2013,s413,0.375264927,0.376503425,304,79.70634093,233.3498845,56.02533186,0.702896799,20.22492317,35.66116058,63.12479949,111.5367484,253.5748077,0.359199574,0.399084064,0.537853711,0.566161801,20,688.9344303,3884.686192,907.4260703,1.317144318,94.60491417,212.3151631,411.1805901,565.8130388,3979.291106,0.443098174,0.695216724,0.454800053,0.478736898,20,120.720288,466.0010582,115.0935446,0.953390241,19.45813846,41.8444226,74.33153339,172.465705,485.4591967,0.382806624,0.612969843,0.572575187,0.574464874,304,27.48231852,230.8555689,33.83169492,1.231034962,1.082227707,5.608381271,13.53253508,36.3741281,231.9377966,0.547824033,0.607492294,0.682647454,0.718576267,20,510.8442382,3110.101016,816.4010787,1.598140916,1.859344482,66.78151059,102.3663168,412.458338,3111.960361,0.644962251,0.815837349,0.698090319,0.734831914,20,44.56863027,351.0017548,81.07219366,1.819041626,0.906909943,5.42866528,13.19036198,42.25659418,351.9086647,0.618003492,0.856822585
14414,AMIGACarb_Out_of_the_Yuc_May2013,s414,0.296314811,0.299500992,94,46.85463531,165.0110694,30.29813135,0.646641067,20.34445654,28.16060012,36.31639821,51.04833324,185.355526,0.260570255,0.36226979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544755869,0.550613459,94,10.48558636,88.41312599,13.44803646,1.282525936,0.404003143,3.212110281,5.043396473,13.33625126,88.81712914,0.496343592,0.634350504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14415,AMIGACarb_Out_of_the_Yuc_May2013,s415,0.29531753,0.298426136,96,40.38966435,216.9208649,32.29623851,0.799616413,20.15571905,25.46796872,30.35406988,41.58603585,237.076584,0.234184243,0.401982825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561696867,0.567609466,96,10.38703079,149.9389038,20.30589028,1.954927321,1.459726334,3.385094404,5.153253555,8.070928335,151.3986301,0.44849231,0.701693767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14416,AMIGACarb_Out_of_the_Yuc_May2013,s416,0.311315648,0.318908713,42,62.57753307,245.5172656,42.70907155,0.682498486,20.30369292,33.9781416,52.49365843,77.17474201,265.8209585,0.248773326,0.427569959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546649371,0.559982282,42,19.19824307,208.4793072,32.13834438,1.674025288,0.145902634,6.145739079,10.63962936,21.38066387,208.6252098,0.41489445,0.715076664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14417,AMIGACarb_Out_of_the_Yuc_May2013,s417,0.229423897,0.240348844,22,33.21580317,59.92334105,16.7675618,0.504806755,20.60689918,22.75094973,27.83216882,33.37225688,80.53024023,0.158569847,0.313053764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446104763,0.467347847,22,5.560068867,20.88172913,5.355414102,0.963192045,0.596924782,2.029002905,4.138916492,5.692763805,21.47865391,0.367991306,0.580360439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
